"Age","DailyRate","DistanceFromHome","Education","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TrainingTimesLastYear","WorkLifeBalance","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","JobLevel","PercentSalaryHike","TotalWorkingYears","YearsAtCompany","BusinessTravel_Non-Travel","BusinessTravel_Travel_Frequently","BusinessTravel_Travel_Rarely","Department_Human Resources","Department_Research & Development","Department_Sales","EducationField_Human Resources","EducationField_Life Sciences","EducationField_Marketing","EducationField_Medical","EducationField_Other","EducationField_Technical Degree","Gender_Female","Gender_Male","JobRole_Healthcare Representative","JobRole_Human Resources","JobRole_Laboratory Technician","JobRole_Manager","JobRole_Manufacturing Director","JobRole_Research Director","JobRole_Research Scientist","JobRole_Sales Executive","JobRole_Sales Representative","MaritalStatus_Divorced","MaritalStatus_Married","MaritalStatus_Single","OverTime_No","OverTime_Yes","Attrition"
31,670,26,1,1,31,3,3,2911,15170,1,3,4,1,1,2,2,4,3,1,17,5,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"No"
27,954,9,3,4,44,3,4,4105,5099,1,3,1,0,5,3,7,0,7,2,14,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
27,608,1,2,3,68,3,1,7412,6009,1,3,4,0,3,3,7,0,7,3,11,9,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
20,959,1,3,4,83,2,2,2836,11757,1,3,4,0,0,4,0,0,0,1,13,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
41,802,9,1,3,96,3,3,8189,21196,3,3,3,1,2,3,7,0,7,3,13,12,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"No"
38,508,6,4,1,72,2,3,5321,14284,2,3,4,1,1,3,3,7,7,2,11,10,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
26,496,11,2,1,60,3,1,4741,22722,1,3,3,1,3,3,3,3,3,2,13,5,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"No"
40,804,2,1,4,86,2,4,2342,22929,0,4,4,0,2,2,2,2,3,1,20,5,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"No"
53,1436,6,2,2,34,3,3,2306,16047,2,4,4,1,3,1,7,4,5,2,20,13,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"No"
47,1225,2,4,2,47,4,2,15972,21086,6,3,3,3,2,3,2,1,2,4,14,29,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"No"
31,140,12,1,3,95,3,4,3929,6984,8,4,3,1,0,3,2,0,2,1,23,7,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
38,573,6,3,2,79,1,4,5329,15717,7,3,4,3,3,3,11,1,9,2,12,17,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"No"
29,694,1,3,4,87,2,4,16124,3423,3,3,2,2,2,2,7,1,7,4,14,9,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"No"
30,1312,2,4,4,78,2,1,4968,26427,0,3,4,0,2,3,7,0,7,1,16,10,9,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
35,538,25,2,1,54,2,4,3681,14004,4,3,4,0,3,3,2,0,2,2,14,9,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"No"
44,1313,7,3,2,31,3,4,19049,3549,0,3,4,1,4,2,7,1,10,5,14,23,22,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"No"
35,1029,16,3,4,91,2,2,8606,21195,1,3,4,0,3,1,8,3,3,3,19,11,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"No"
37,482,3,3,3,36,3,3,9434,9606,1,3,3,1,2,3,7,7,8,3,15,10,10,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
40,658,10,4,1,67,2,2,9705,20652,2,3,2,1,2,2,0,0,0,3,12,11,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"No"
39,408,2,4,4,80,2,3,4553,20978,1,3,1,0,4,3,7,11,10,2,11,20,20,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"No"
42,1332,2,4,1,98,2,4,6781,17078,3,4,2,0,6,3,0,0,0,2,23,14,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"No"
29,738,9,5,2,30,2,4,3983,7621,0,3,3,0,2,3,2,2,2,1,17,4,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"No"
39,141,3,3,3,44,4,2,6389,18767,9,3,3,1,3,1,3,3,6,2,15,12,8,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"No"
29,726,29,1,4,93,1,3,6384,21143,8,3,4,2,3,3,0,1,6,2,17,11,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"No"
35,1146,26,4,3,31,3,4,8837,16642,1,3,3,0,2,3,0,1,7,3,16,9,9,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"No"
46,706,2,2,4,82,3,4,8578,19989,3,3,3,1,4,2,8,4,7,3,14,12,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"No"
50,804,9,3,1,64,3,4,2380,20165,4,3,2,0,5,3,0,0,0,1,18,8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
31,746,8,4,3,61,3,4,4424,20682,1,4,4,0,2,3,7,1,8,2,23,11,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No"
45,374,20,3,4,50,3,3,4850,23333,8,3,3,0,3,3,3,0,1,2,15,8,5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
46,526,1,2,2,92,3,1,10453,2137,1,4,3,3,2,3,13,15,7,3,25,24,24,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"No"
30,829,1,1,3,88,2,3,8474,20925,1,4,3,0,2,3,8,5,8,3,22,12,11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No"
40,616,2,2,3,99,3,1,3377,25605,4,3,4,1,5,2,3,0,2,1,17,7,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
51,1169,7,4,2,34,2,3,6132,13983,2,3,3,0,2,3,0,0,0,2,17,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
45,1052,6,3,4,57,2,4,8865,16840,6,3,4,0,2,3,7,12,8,3,12,23,19,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
36,430,2,4,4,73,3,2,6962,19573,4,4,4,1,2,3,0,0,0,2,22,15,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
41,1206,23,2,4,80,3,3,7082,11591,3,3,4,0,2,3,0,0,2,3,16,21,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"No"
41,933,9,4,3,94,3,1,2238,6961,2,4,4,1,2,3,0,1,4,1,21,7,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
46,1485,18,3,3,87,3,3,4810,26314,2,3,3,1,5,2,7,0,8,2,14,19,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"No"
45,336,26,3,1,52,2,1,4385,24162,1,3,1,1,2,3,7,4,5,2,15,10,10,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
37,889,9,3,2,53,3,4,2326,11411,1,3,3,3,3,2,2,1,2,1,12,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
28,866,5,3,4,84,3,1,8463,23490,0,3,4,0,4,3,4,1,3,2,18,6,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
40,555,2,3,2,78,2,3,3448,13436,6,4,2,1,3,3,0,0,0,2,22,20,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
51,1302,2,3,4,84,1,2,5482,16321,5,3,4,1,3,3,1,1,2,2,18,13,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"No"
40,300,26,3,3,74,3,1,8396,22217,1,3,2,1,3,2,7,7,5,2,14,8,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
27,1054,8,3,3,67,3,4,3445,6152,1,3,3,0,5,2,2,1,4,1,11,6,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
42,926,21,2,3,36,3,3,5265,16439,2,3,2,1,5,3,3,0,2,2,16,11,5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"No"
44,1193,2,1,2,86,3,3,10209,19719,5,3,2,0,2,2,2,2,2,3,18,16,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"No"
58,1145,9,3,2,75,2,2,3346,11873,4,4,2,1,3,2,0,0,0,1,20,9,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
31,196,29,4,1,91,2,4,5468,13402,1,3,1,2,3,3,7,5,7,2,14,13,12,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
45,248,23,2,4,42,3,1,3633,14039,1,3,3,1,2,3,8,0,8,2,15,9,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"No"
54,971,1,3,4,54,3,4,17328,5652,6,3,4,0,3,2,7,12,7,4,19,29,20,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"No"
35,195,1,3,1,80,3,3,4859,6698,1,3,4,0,3,3,4,0,3,2,16,5,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
35,817,1,3,4,60,2,4,5363,10846,0,3,2,1,0,3,7,0,0,2,12,10,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
35,1146,26,4,3,31,3,4,8837,16642,1,3,3,0,2,3,0,1,7,3,16,9,9,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"No"
27,1377,11,1,2,91,3,1,2099,7679,0,3,2,0,3,4,0,1,4,1,14,6,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
34,943,9,3,4,86,3,4,8500,5494,0,3,4,1,0,2,7,1,6,3,11,10,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"No"
55,282,2,2,4,58,1,3,19187,6992,4,3,4,1,5,3,9,9,11,5,14,23,19,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No"
45,1050,9,4,2,65,2,3,5593,17970,1,3,4,1,2,3,10,4,12,2,13,15,15,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
36,559,12,4,3,76,3,3,4663,12421,9,3,2,2,2,3,2,1,1,2,12,7,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"No"
26,1066,2,2,4,32,4,4,5472,3334,1,3,2,0,2,3,7,1,3,2,12,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
33,1296,6,3,3,30,3,4,7725,5335,3,4,3,1,2,1,11,4,7,2,23,15,13,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"No"
34,121,2,4,3,86,2,1,4381,7530,1,3,3,0,3,3,5,1,3,1,11,6,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
46,1277,2,3,3,74,3,4,10368,5596,4,3,2,1,5,2,6,0,3,3,12,13,10,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"No"
29,441,8,1,3,39,1,1,9715,7288,3,3,3,1,3,3,7,0,7,2,13,9,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"No"
36,1396,5,2,4,62,3,2,5914,9945,8,3,4,0,3,4,11,3,7,2,16,16,13,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"No"
46,228,3,3,3,51,3,2,16606,11380,8,3,4,1,2,4,12,5,1,4,12,23,13,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No"
38,1327,2,2,4,39,2,4,5249,19682,3,3,4,1,0,3,7,7,5,2,18,13,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
38,1333,1,3,4,80,3,1,13582,16292,1,3,2,1,3,3,12,5,11,3,13,15,15,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"No"
34,1130,3,3,4,66,3,2,5433,19332,1,3,3,1,2,3,8,7,9,2,12,11,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"No"
26,1349,23,3,1,90,3,4,2886,3032,1,4,2,2,3,1,2,0,2,1,22,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"No"
41,796,4,1,3,81,3,3,10447,26458,0,3,4,1,3,4,14,13,5,3,13,23,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"No"
45,1339,7,3,2,59,3,1,9724,18787,2,3,3,1,2,3,0,0,0,3,17,25,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"No"
34,702,16,4,3,100,2,4,2553,8306,1,3,3,0,3,3,2,1,3,1,16,6,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
29,942,15,1,2,69,1,4,2168,26933,0,3,1,1,2,2,4,1,3,1,18,6,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
31,471,4,3,1,62,4,3,3978,16031,8,3,2,1,0,2,2,2,2,1,12,4,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"No"
37,161,10,3,3,42,4,4,13744,15471,1,4,1,1,2,3,11,6,8,3,25,16,16,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"No"
33,1313,1,2,2,59,2,3,2008,20439,1,3,3,3,2,2,1,0,0,1,12,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"No"
42,335,23,2,4,37,2,3,4332,14811,1,3,4,0,2,3,9,3,7,2,12,20,20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
47,1169,14,4,3,64,3,2,5467,2125,8,3,3,1,4,4,7,1,7,2,18,16,8,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
27,1131,15,3,4,77,2,1,4774,23844,0,3,4,1,2,2,6,7,3,1,19,8,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
32,634,5,4,2,35,4,4,3312,18783,3,3,4,2,3,3,2,0,2,1,17,6,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
58,682,10,4,4,37,3,3,13872,24409,0,3,3,0,1,2,10,1,8,4,13,38,37,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
55,444,2,1,3,40,2,1,16756,17323,7,3,2,0,3,4,7,6,2,4,15,31,9,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"No"
29,144,10,1,4,39,2,2,8268,11866,1,3,1,2,2,3,7,1,7,2,14,7,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"No"
33,508,10,3,2,46,2,4,4682,4317,3,3,3,0,6,2,7,0,1,2,14,9,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
39,1132,1,3,3,48,4,4,9613,10942,0,3,1,3,5,2,10,3,7,3,17,19,18,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"No"
25,685,1,3,1,62,3,3,4898,7505,0,3,4,2,3,3,2,1,2,2,12,5,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"No"
48,1224,10,3,4,91,2,2,19665,13583,4,3,4,0,3,3,10,12,9,5,12,29,22,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"No"
29,942,15,1,2,69,1,4,2168,26933,0,3,1,1,2,2,4,1,3,1,18,6,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"No"
36,363,1,3,3,77,1,1,10252,4235,2,4,3,1,2,3,7,7,7,3,21,17,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"No"
49,301,22,4,1,72,3,2,16413,3498,3,3,2,2,2,3,2,1,2,4,16,27,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"No"
47,1180,25,3,1,84,3,3,8633,13084,2,4,2,0,3,3,14,12,11,3,23,25,17,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"No"
38,362,1,1,3,43,3,1,2619,14561,3,3,4,0,3,2,0,0,0,1,17,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,"No"
41,1018,1,3,3,66,3,1,4103,4297,0,3,4,1,2,3,3,1,7,2,17,10,9,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"No"
38,395,9,3,2,98,2,2,2899,12102,0,3,4,1,3,3,2,1,2,1,19,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"No"
50,989,7,2,2,43,2,3,18740,16701,5,3,4,1,2,2,3,13,8,5,12,29,27,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"No"
50,804,9,3,1,64,3,4,2380,20165,4,3,2,0,5,3,0,0,0,1,18,8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
27,1240,2,4,4,33,3,1,2341,19715,1,3,4,1,6,3,0,0,0,1,13,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"No"
38,833,18,3,2,60,1,4,5811,24539,3,3,3,1,2,3,0,1,0,2,16,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"No"
48,715,1,3,4,76,2,4,18265,8733,6,3,3,0,3,4,0,0,0,5,12,25,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,"No"
55,1229,4,4,4,30,3,3,4035,16143,0,3,2,0,2,3,2,1,2,2,16,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"No"
22,1256,19,1,3,80,3,4,2323,11992,1,4,1,2,6,3,2,2,2,1,24,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
35,944,1,3,3,92,3,3,8789,9096,1,3,1,0,3,4,7,0,8,3,14,10,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,"No"
30,330,1,3,3,46,3,3,2064,15428,0,4,1,1,3,4,3,1,3,1,21,6,5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"No"
23,650,9,1,2,37,3,1,2500,4344,1,3,4,1,2,4,3,0,2,1,14,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
30,852,10,3,3,72,2,3,6578,2706,1,3,1,1,3,3,3,1,4,2,18,10,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
20,654,21,3,3,43,4,4,2678,5050,1,3,4,0,2,3,1,2,2,1,17,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"No"
52,1490,4,2,4,30,3,4,16555,10310,2,3,4,0,2,1,2,1,4,4,13,31,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No"
32,824,5,2,4,67,2,2,5878,15624,3,3,1,1,2,3,1,2,5,2,12,12,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
42,1147,10,3,3,31,3,1,16799,16616,0,3,3,1,5,3,7,0,9,4,14,21,20,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No"
42,570,8,3,2,66,3,4,18430,16225,1,3,2,1,4,2,7,14,9,5,13,24,24,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"No"
39,672,7,2,3,54,2,4,19272,21141,1,3,1,1,2,3,9,13,3,5,15,21,21,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"No"
26,921,1,1,1,66,2,3,2007,25265,1,3,3,2,5,3,3,1,3,1,13,5,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"No"
41,642,1,3,4,76,3,4,2782,21412,3,4,1,1,3,3,3,1,0,1,22,12,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"No"
24,823,17,2,4,94,2,2,2127,9100,1,4,4,1,2,3,0,0,0,1,21,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
30,829,1,1,3,88,2,3,8474,20925,1,4,3,0,2,3,8,5,8,3,22,12,11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"No"
24,830,13,2,4,78,3,2,2033,7103,1,3,3,1,2,3,0,0,0,1,13,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"No"
35,982,1,4,4,58,2,3,2258,16340,6,3,2,1,2,3,0,1,7,1,12,10,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"No"
31,1125,7,4,1,68,3,1,9637,8277,2,3,4,2,3,3,2,2,2,3,14,9,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"No"
36,917,6,4,3,60,1,3,2741,6865,1,3,3,1,4,3,7,1,7,1,14,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"No"
55,189,26,4,3,71,4,2,19636,25811,4,3,1,1,0,3,9,1,4,5,18,35,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"No"
55,1311,2,3,3,97,3,4,16659,23258,2,3,3,0,2,3,4,1,2,4,13,30,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"No"
35,1182,11,2,4,54,3,4,4968,18500,1,3,4,1,3,3,2,0,2,2,11,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"No"
43,782,6,4,2,50,2,4,16627,2671,4,3,3,1,3,2,0,0,0,4,14,21,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"No"
